id,PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,Adopted
914,Bird,Parakeet,126,Brown,Medium,4.432504607687642,1,0,69,403,1,0
917,Rabbit,Rabbit,25,Gray,Small,7.625675701593687,1,0,56,47,0,0
918,Cat,Siamese,66,Gray,Small,5.945603418048551,1,0,26,175,1,0
919,Cat,Persian,30,Black,Large,21.69748150162451,1,1,65,132,0,0
920,Cat,Siamese,115,Orange,Small,25.879595095063465,1,0,36,338,1,0
921,Bird,Parakeet,139,Brown,Large,29.888747101937632,0,0,3,376,0,0
922,Bird,Parakeet,161,Gray,Medium,21.856791172277244,1,0,14,308,1,1
923,Cat,Persian,94,Gray,Small,3.651361796989568,0,0,58,342,1,0
924,Rabbit,Rabbit,55,Brown,Medium,23.54264290838361,1,0,31,345,0,1
925,Bird,Parakeet,137,Gray,Small,25.498960398111432,1,0,19,487,0,0
926,Cat,Siamese,70,White,Medium,12.271567769457564,1,0,8,286,1,1
927,Dog,Poodle,74,Black,Medium,13.944282803467852,0,0,76,367,0,0
928,Rabbit,Rabbit,155,Orange,Medium,9.104613795659809,1,1,34,225,1,0
930,Bird,Parakeet,41,Gray,Medium,2.0563378557498844,1,0,69,435,0,1
931,Cat,Persian,70,Gray,Small,2.043006930188972,1,1,5,42,0,0
932,Cat,Persian,134,Gray,Medium,28.31267850145452,0,0,10,309,1,0
933,Cat,Persian,173,Black,Medium,23.667427917853104,1,0,80,186,0,1
934,Bird,Parakeet,51,Black,Large,21.04775131072164,1,0,33,143,0,0
935,Bird,Parakeet,86,Gray,Medium,24.73920368082013,1,0,41,41,0,1
936,Bird,Parakeet,90,Black,Small,11.70064076707494,1,0,25,234,0,0
937,Rabbit,Rabbit,99,Orange,Medium,10.090843435547065,1,1,66,222,0,0
938,Dog,Labrador,108,Brown,Large,5.192811596947957,1,0,17,70,0,1
939,Cat,Persian,63,Black,Large,2.295175274988064,0,0,49,332,0,1
940,Dog,Labrador,92,Orange,Small,23.19284519939175,0,0,18,255,0,0
943,Cat,Siamese,82,Black,Large,2.607556679295781,0,0,67,163,1,0
944,Dog,Poodle,174,Gray,Medium,5.998127210203935,1,0,52,68,1,1
945,Rabbit,Rabbit,7,Brown,Medium,16.305099894756978,1,0,75,303,1,1
947,Cat,Siamese,54,Black,Large,6.495214231088522,1,0,54,243,1,0
948,Rabbit,Rabbit,86,Orange,Large,26.704690765770685,1,0,40,114,1,0
949,Cat,Siamese,46,Orange,Large,28.08458881889883,1,0,72,46,0,0
950,Bird,Parakeet,92,Black,Small,23.381705232982085,1,0,65,338,0,0
953,Rabbit,Rabbit,112,White,Medium,7.267653952114104,0,0,18,76,0,0
954,Dog,Golden Retriever,84,Brown,Large,10.457075642525009,1,0,25,435,0,0
955,Cat,Persian,101,Black,Large,13.677989437245138,1,0,42,180,0,0
956,Rabbit,Rabbit,24,White,Large,18.62288359047352,1,0,88,475,1,0
957,Bird,Parakeet,137,Orange,Small,21.367424403171498,0,1,19,268,0,0
958,Dog,Golden Retriever,127,Gray,Large,12.228314950522096,1,0,24,84,0,0
959,Rabbit,Rabbit,9,Black,Medium,2.585854001847601,1,1,49,144,0,1
960,Bird,Parakeet,88,Orange,Medium,3.7208342994678514,1,0,28,447,0,0
961,Dog,Labrador,23,Brown,Large,8.911022888295527,1,0,83,351,0,1
962,Cat,Siamese,124,Black,Small,21.247041960732247,1,0,36,354,0,0
963,Cat,Siamese,27,Black,Large,28.28541175734656,1,0,5,135,0,0
964,Bird,Parakeet,151,Gray,Small,4.39250834517247,0,1,32,216,0,0
965,Rabbit,Rabbit,133,Gray,Small,2.788562925007766,0,0,82,24,0,0
966,Cat,Siamese,56,Black,Medium,14.11710701648873,1,0,6,406,0,1
967,Dog,Poodle,119,Gray,Small,1.701975288253365,0,0,67,265,0,0
969,Rabbit,Rabbit,77,Orange,Large,10.379842797905706,0,0,43,247,0,0
970,Rabbit,Rabbit,150,Brown,Small,18.03308594604781,1,0,13,411,1,0
971,Cat,Persian,84,Black,Large,6.992652361859454,0,1,35,462,0,0
972,Bird,Parakeet,126,Orange,Medium,12.995692377103266,1,0,62,168,0,1
973,Bird,Parakeet,121,Black,Large,26.05468983827581,1,0,86,375,0,0
974,Bird,Parakeet,99,Gray,Small,24.545364333837234,1,1,81,166,0,0
975,Cat,Persian,118,Black,Medium,8.559579574477214,0,1,6,118,0,0
976,Rabbit,Rabbit,80,White,Medium,26.77643284041742,1,0,4,152,1,1
977,Rabbit,Rabbit,116,Orange,Medium,4.047828956195511,1,0,87,252,0,1
978,Bird,Parakeet,161,Black,Large,21.180565656686063,0,1,65,499,1,0
980,Dog,Labrador,147,Black,Medium,13.70263209415955,1,0,54,211,1,1
981,Bird,Parakeet,136,Black,Small,12.084882280420253,0,0,34,212,0,0
982,Bird,Parakeet,123,Orange,Large,4.829020129809871,1,0,15,152,0,0
983,Rabbit,Rabbit,42,Orange,Large,23.98808461263196,1,0,26,470,0,0
984,Rabbit,Rabbit,59,Black,Large,2.3873255627041257,0,0,44,487,1,0
985,Cat,Persian,32,Brown,Large,9.17212316149828,0,1,50,194,1,0
986,Dog,Labrador,164,Orange,Small,28.886769994565213,0,0,45,168,0,0
987,Bird,Parakeet,144,Black,Medium,6.989497715188185,0,0,38,159,0,0
988,Dog,Golden Retriever,174,White,Large,5.629349946429764,0,0,57,32,0,0
989,Cat,Siamese,9,Brown,Large,9.491573135377894,1,0,45,102,0,1
990,Cat,Siamese,84,White,Medium,22.41218703651465,0,0,10,484,0,0
991,Bird,Parakeet,158,White,Small,7.073112453833773,1,1,6,271,0,0
992,Dog,Poodle,58,Black,Large,22.68031671488383,1,1,26,379,0,0
993,Rabbit,Rabbit,149,White,Small,22.854693812861623,1,0,76,229,0,0
995,Cat,Persian,86,White,Medium,29.268325459191978,1,1,5,407,0,0
996,Rabbit,Rabbit,160,Gray,Small,21.96865663834956,0,0,62,230,1,0
997,Rabbit,Rabbit,134,Brown,Small,25.23770905478344,1,0,14,313,0,0
999,Rabbit,Rabbit,59,White,Large,17.385943224302544,1,1,10,87,0,0
1000,Cat,Persian,175,Orange,Large,24.80436686444068,1,0,17,416,0,0
1002,Rabbit,Rabbit,84,Gray,Small,3.954860865175032,1,0,33,242,1,0
1003,Cat,Siamese,27,Black,Medium,20.44567468867664,0,0,38,445,0,1
1004,Dog,Poodle,4,White,Small,4.422174771961871,1,0,1,222,0,1
1006,Rabbit,Rabbit,115,White,Small,4.623740416436524,0,0,8,47,1,0
1007,Dog,Poodle,152,Brown,Medium,20.832425493735883,1,0,9,210,0,1
1009,Rabbit,Rabbit,164,White,Medium,4.076661608774366,0,0,9,128,0,0
1010,Bird,Parakeet,147,Brown,Medium,21.47372168589781,1,0,52,482,0,1
1012,Cat,Siamese,17,Black,Small,25.895637325349625,0,0,9,180,1,0
1013,Bird,Parakeet,4,Black,Medium,22.470970611289573,0,0,42,323,0,1
1014,Dog,Poodle,113,Gray,Small,10.020063350549773,1,0,27,494,0,0
1015,Bird,Parakeet,40,Orange,Medium,26.397113626915505,1,1,25,467,1,0
1016,Rabbit,Rabbit,33,Gray,Medium,19.37045945783741,1,1,76,422,0,0
1019,Cat,Siamese,161,White,Medium,28.864053095325463,1,0,44,381,0,1
1020,Bird,Parakeet,74,Gray,Medium,16.114038022492586,1,0,79,290,0,1
1021,Dog,Poodle,167,Orange,Medium,24.940393877055733,0,1,58,50,1,1
1022,Rabbit,Rabbit,176,Brown,Small,20.77002066195792,0,0,62,268,0,0
1024,Cat,Siamese,87,Gray,Large,19.156844957624354,1,0,63,233,1,0
1025,Cat,Persian,91,Brown,Medium,19.805192511261613,1,1,39,172,0,0
1026,Cat,Persian,11,Brown,Medium,4.339517834683241,0,1,18,300,0,0
1027,Dog,Golden Retriever,145,Black,Small,27.537416667384168,1,0,57,134,1,0
1028,Bird,Parakeet,84,Brown,Small,17.51070432530953,1,0,61,369,0,0
1029,Cat,Persian,98,White,Medium,15.865546537626052,0,0,48,17,0,0
1030,Dog,Poodle,17,White,Small,6.658155780702091,1,0,42,163,0,1
1031,Cat,Siamese,53,White,Large,9.986103832846055,1,0,3,234,1,0
1032,Bird,Parakeet,141,Brown,Large,5.096067242770163,0,0,69,86,0,0
1033,Rabbit,Rabbit,153,Black,Large,25.24212921047873,0,0,63,282,0,0
1034,Cat,Persian,64,Brown,Large,9.885565152496778,1,0,1,211,0,0
1035,Rabbit,Rabbit,106,Black,Large,21.9375112615977,1,1,57,111,0,0
1036,Dog,Golden Retriever,146,Orange,Medium,29.984568931874826,1,0,72,171,1,1
1037,Bird,Parakeet,29,Orange,Small,26.931282599880568,1,0,7,416,1,0
1038,Bird,Parakeet,139,White,Small,4.278536067200793,0,0,53,32,1,0
1039,Dog,Poodle,135,Black,Large,22.37935748356784,1,0,88,237,0,0
1040,Rabbit,Rabbit,168,White,Small,16.08334702056944,1,0,37,406,0,0
1042,Bird,Parakeet,38,Orange,Small,26.747299755193524,1,0,52,289,1,0
1043,Cat,Persian,103,Gray,Large,25.783951747865853,1,0,61,286,1,0
1044,Rabbit,Rabbit,84,White,Small,2.0622612303657624,1,0,45,154,1,0
1045,Cat,Siamese,150,Brown,Small,13.362633804699351,0,0,68,242,0,0
1046,Cat,Persian,175,Brown,Small,12.24111413087132,1,0,33,204,0,0
1047,Bird,Parakeet,98,Gray,Large,27.521258460259624,1,1,61,96,1,0
1048,Rabbit,Rabbit,145,Orange,Medium,5.992891968026824,1,0,49,421,1,1
1050,Rabbit,Rabbit,22,Orange,Medium,10.473981653420704,0,1,9,173,1,0
1051,Rabbit,Rabbit,65,White,Medium,20.963637430571342,0,0,88,165,1,0
1052,Cat,Persian,7,Black,Large,15.310919944113452,1,0,6,379,0,1
1053,Cat,Siamese,157,Brown,Small,16.093226672042107,0,1,75,262,0,0
1054,Dog,Poodle,118,Orange,Small,3.212771171048307,1,1,72,196,0,0
1055,Rabbit,Rabbit,113,Gray,Small,24.903771591763363,0,0,52,167,0,0
1056,Dog,Golden Retriever,75,Gray,Small,17.23981647244318,0,1,15,353,0,0
1057,Cat,Persian,67,Black,Small,12.854997500864004,0,0,10,91,0,0
1058,Dog,Golden Retriever,121,Gray,Medium,17.874092728636526,0,0,40,156,0,0
1059,Bird,Parakeet,19,Gray,Small,28.03174389363893,1,0,31,246,1,1
1060,Rabbit,Rabbit,162,Orange,Large,4.981797879106527,1,0,5,181,0,0
1061,Bird,Parakeet,122,Orange,Large,21.564688553092186,1,0,85,89,0,0
1062,Cat,Siamese,57,Black,Medium,26.549118459626527,1,1,88,396,1,0
1063,Rabbit,Rabbit,116,Gray,Medium,29.18657451253436,1,0,71,65,0,0
1064,Bird,Parakeet,119,Gray,Small,12.785782317228868,1,0,37,267,1,0
1065,Cat,Persian,120,White,Small,28.83372980669373,1,0,1,157,0,0
1067,Bird,Parakeet,15,Black,Large,20.12136423108648,0,0,14,488,1,0
1068,Bird,Parakeet,109,Brown,Small,16.662300335743677,0,0,41,56,0,0
1069,Cat,Siamese,120,White,Medium,3.062210538189667,1,0,56,5,0,1
1071,Cat,Persian,99,Brown,Medium,12.89849128537445,1,0,57,468,0,1
1072,Dog,Labrador,7,Orange,Large,21.72230803670153,1,0,61,176,0,1
1073,Dog,Golden Retriever,12,White,Medium,21.01496104752563,1,0,6,334,0,1
1074,Bird,Parakeet,139,Gray,Medium,25.64543553331369,1,0,28,0,0,1
1075,Bird,Parakeet,47,Brown,Small,18.5136928662046,0,0,64,185,0,0
1076,Cat,Siamese,154,Brown,Small,10.952041859011224,0,0,88,129,1,0
1077,Dog,Labrador,68,Orange,Small,11.944241124268512,1,1,19,206,0,0
1078,Cat,Siamese,176,Brown,Small,24.62239115129158,1,1,56,491,0,0
1079,Bird,Parakeet,87,Black,Large,16.53414179011525,0,0,73,214,1,0
1082,Rabbit,Rabbit,173,White,Small,9.678204158544652,1,0,88,471,0,0
1083,Bird,Parakeet,24,Gray,Medium,23.05759086031179,1,0,89,477,0,1
1084,Dog,Golden Retriever,80,Gray,Medium,18.53264919748902,0,1,46,94,0,0
1085,Rabbit,Rabbit,101,White,Large,9.507110173432595,1,1,33,117,0,0
1086,Dog,Golden Retriever,138,Brown,Small,17.145236925017315,0,1,18,274,1,1
1087,Bird,Parakeet,102,Gray,Large,24.366659873165485,1,0,58,415,0,0
1088,Cat,Persian,39,Gray,Medium,4.25919543034556,1,0,43,228,0,1
1089,Bird,Parakeet,10,Black,Small,9.420494675633748,1,0,73,62,1,1
1090,Cat,Persian,16,Gray,Medium,18.00732585886913,0,0,13,404,0,1
1091,Cat,Persian,84,Brown,Small,3.725736953081459,1,1,67,364,0,0
1092,Bird,Parakeet,82,Brown,Large,17.578687472142416,1,0,8,276,1,0
1093,Cat,Siamese,124,Brown,Large,5.106900104611899,0,0,31,478,1,0
1094,Rabbit,Rabbit,68,Brown,Large,25.797273193120954,1,0,86,213,0,0
1095,Bird,Parakeet,129,White,Large,8.811431319242594,0,0,57,123,1,0
1096,Rabbit,Rabbit,65,Brown,Medium,25.37834669975464,1,0,51,218,0,1
1097,Rabbit,Rabbit,98,Gray,Medium,6.311916295420486,1,0,8,270,0,1
1098,Bird,Parakeet,47,Brown,Large,16.297382392189583,1,0,84,239,0,0
1099,Dog,Golden Retriever,35,Orange,Large,19.094825773528413,1,1,68,160,1,0
1100,Dog,Poodle,150,Orange,Small,24.2337579480796,1,0,51,257,0,0
1102,Cat,Persian,69,Black,Medium,1.046434438921836,0,0,69,87,1,0
1103,Cat,Persian,51,Orange,Small,12.853569121447308,1,0,64,434,1,0
1104,Bird,Parakeet,54,White,Large,1.232236079539703,0,0,8,398,1,0
1105,Bird,Parakeet,178,White,Medium,6.883322101512803,1,0,10,377,0,1
1106,Rabbit,Rabbit,73,White,Large,16.086726854616735,0,0,8,235,0,0
1107,Dog,Golden Retriever,17,Gray,Large,6.052109577070339,0,1,88,438,0,0
1108,Rabbit,Rabbit,16,Black,Medium,27.183172679532355,1,0,15,354,0,1
1110,Dog,Golden Retriever,157,Black,Small,22.117317358465986,0,0,50,241,0,1
1111,Cat,Persian,77,White,Small,20.01325295131521,1,0,44,169,0,0
1112,Rabbit,Rabbit,102,Gray,Medium,15.447762867288876,0,1,50,52,0,0
1113,Bird,Parakeet,55,Orange,Medium,25.938280711318868,1,0,62,145,0,1
1114,Rabbit,Rabbit,124,White,Large,24.39388978814381,1,0,38,466,0,0
1115,Rabbit,Rabbit,147,Orange,Medium,12.697564845764244,1,0,76,189,0,1
1116,Rabbit,Rabbit,125,Brown,Small,29.502943417807195,1,0,56,90,0,0
1117,Cat,Persian,42,Black,Small,24.71766923903014,1,0,1,437,0,0
1119,Bird,Parakeet,119,Gray,Large,29.79035860886928,1,0,3,208,0,0
1120,Dog,Golden Retriever,31,Gray,Medium,24.757792150970182,1,0,1,358,0,1
1121,Cat,Persian,102,Black,Small,20.46542513404321,1,0,52,66,0,0
1122,Dog,Poodle,11,Gray,Small,25.173649179726365,1,0,38,6,0,1
1123,Dog,Labrador,100,Brown,Small,9.945607164897904,1,0,18,355,0,1
1124,Bird,Parakeet,25,Black,Small,14.589452493523783,1,0,83,66,1,0
1126,Bird,Parakeet,14,Black,Medium,14.679264239845075,1,0,49,371,1,1
1127,Bird,Parakeet,173,Orange,Medium,7.027467921169822,1,0,52,290,1,1
1128,Bird,Parakeet,21,Brown,Small,4.346685820117836,1,0,64,412,0,1
1129,Dog,Poodle,169,Black,Large,22.32887326166418,1,0,24,414,0,0
1130,Rabbit,Rabbit,19,White,Small,21.91255992732822,1,0,79,70,0,1
1131,Bird,Parakeet,110,Gray,Large,4.1101581713795365,1,1,65,5,0,0
1134,Dog,Poodle,70,Gray,Large,13.37692079362366,1,0,51,251,0,0
1135,Dog,Labrador,16,Brown,Medium,4.92199454614854,1,0,9,407,0,1
1136,Dog,Poodle,127,Gray,Medium,29.146085451126385,1,0,81,244,0,1
1138,Cat,Persian,71,White,Small,13.225073198322992,1,0,66,346,1,0
1140,Bird,Parakeet,51,Black,Large,19.29468012070824,1,0,79,195,1,0
1141,Cat,Siamese,132,Gray,Large,24.12276736384892,0,0,64,490,1,0
1142,Rabbit,Rabbit,158,Brown,Large,18.597970344068905,1,0,21,60,0,0
1143,Dog,Golden Retriever,143,White,Small,29.39863545073097,1,0,48,355,1,0
1144,Rabbit,Rabbit,15,Gray,Medium,13.53418243996568,1,0,59,219,0,0
1145,Rabbit,Rabbit,47,Gray,Medium,26.62826827611022,0,0,78,237,0,0
1146,Cat,Siamese,36,Black,Small,12.270336421566329,1,0,56,237,0,0
1147,Cat,Siamese,50,Orange,Medium,7.370781867898963,1,0,83,87,0,1
1148,Bird,Parakeet,161,Orange,Medium,14.870226357820249,1,0,43,24,0,1
1151,Rabbit,Rabbit,136,Brown,Small,15.508638357425768,1,0,86,432,1,0
1152,Dog,Poodle,129,Orange,Medium,1.7209259615580308,1,0,42,309,0,1
1153,Dog,Poodle,114,White,Large,2.259567359833486,1,0,20,235,1,0
1154,Cat,Siamese,126,White,Small,20.59043868998165,1,0,30,97,1,0
1155,Bird,Parakeet,86,Gray,Large,3.224978584224661,0,1,60,44,0,0
1156,Dog,Poodle,59,Black,Large,25.134934094544807,1,0,23,326,0,0
1157,Dog,Labrador,47,White,Medium,29.47501706102212,1,0,44,383,0,1
1158,Rabbit,Rabbit,161,Black,Large,25.963515017915388,1,0,52,184,0,0
1159,Bird,Parakeet,91,Brown,Large,19.03616527894457,1,0,40,458,1,0
1160,Bird,Parakeet,19,Orange,Medium,14.499664329296913,1,0,21,276,0,1
1161,Dog,Poodle,131,Gray,Small,17.56865714418593,1,0,62,314,0,0
1162,Bird,Parakeet,135,Gray,Large,18.50858436833444,1,0,40,492,0,0
1163,Dog,Poodle,13,Black,Medium,12.740936798926183,0,0,14,357,0,1
1165,Cat,Siamese,49,Brown,Small,5.746594248162108,1,0,2,158,1,0
1166,Bird,Parakeet,124,White,Large,9.520039648975498,0,0,50,92,1,0
1167,Cat,Siamese,172,White,Large,7.4895732018583105,0,0,70,476,0,0
1168,Cat,Siamese,87,White,Small,18.49872215438713,1,1,87,120,0,0
1169,Bird,Parakeet,149,Gray,Medium,20.18198668177993,1,0,58,51,1,0
1170,Cat,Siamese,66,Brown,Large,17.234075943213163,0,0,11,297,0,0
1171,Bird,Parakeet,53,Black,Medium,19.101570113991844,1,0,68,96,0,1
1172,Rabbit,Rabbit,102,Gray,Large,23.31962275262598,1,0,56,183,0,0
1173,Cat,Siamese,128,Orange,Small,20.3866421333785,1,0,77,188,1,0
1174,Cat,Siamese,179,White,Small,13.51814621016972,1,0,33,477,0,0
1175,Cat,Persian,115,Gray,Small,16.845323549140346,0,0,31,299,0,0
1176,Cat,Siamese,103,White,Small,17.908962848242165,1,0,67,164,0,0
1177,Cat,Siamese,112,Brown,Medium,2.079429432510546,1,1,87,129,1,0
1178,Rabbit,Rabbit,121,Orange,Small,22.248305332253405,0,1,40,68,0,0
1179,Dog,Labrador,41,Orange,Large,20.09358826593421,1,0,35,453,0,1
1181,Cat,Persian,15,White,Medium,14.49095756052846,0,0,21,214,0,1
1184,Bird,Parakeet,115,Orange,Small,24.967155921194426,1,0,37,358,1,1
1186,Dog,Labrador,97,Brown,Medium,29.45183111089177,1,0,85,63,0,1
1187,Cat,Siamese,159,Orange,Medium,22.173775445516323,0,1,7,233,0,0
1188,Rabbit,Rabbit,130,Orange,Large,14.051860942056988,0,0,62,227,1,0
1189,Bird,Parakeet,10,White,Small,25.277696961655742,1,0,74,209,0,1
1190,Bird,Parakeet,87,White,Small,14.602161353312924,0,0,19,161,0,0
1191,Cat,Siamese,3,Gray,Small,4.031308748395133,1,0,86,172,1,1
1192,Dog,Labrador,176,Black,Large,8.319649733322386,0,0,8,258,1,0
1193,Cat,Siamese,4,White,Medium,15.687234934058909,1,0,46,100,0,1
1194,Bird,Parakeet,113,Gray,Small,29.48192034864836,0,0,86,76,0,0
1195,Rabbit,Rabbit,34,White,Medium,13.320027462130115,1,1,65,205,0,0
1196,Rabbit,Rabbit,60,Black,Medium,23.25109614795328,1,0,21,91,0,1
1197,Rabbit,Rabbit,97,White,Medium,4.051367101906922,1,0,56,232,1,1
1198,Dog,Golden Retriever,134,Brown,Medium,16.94085379604077,0,0,68,185,1,0
1199,Cat,Siamese,45,White,Medium,3.390564888550732,1,0,36,285,1,1
1200,Cat,Persian,3,Brown,Large,16.171582023373496,1,0,56,265,0,1
1201,Cat,Siamese,13,Orange,Medium,15.763373028427662,1,0,85,208,1,1
1202,Rabbit,Rabbit,123,Gray,Large,20.49809976164308,0,0,28,14,1,0
1204,Dog,Golden Retriever,7,Gray,Medium,14.977599417965772,1,0,6,474,0,1
1205,Cat,Siamese,6,Orange,Medium,15.42835016479613,1,0,18,282,0,1
1206,Bird,Parakeet,142,Orange,Small,25.286075950207284,0,0,43,313,0,0
1207,Dog,Golden Retriever,170,Black,Small,1.420937741300655,0,0,49,188,1,0
1208,Dog,Golden Retriever,138,White,Small,14.339468420664923,0,0,62,294,0,0
1209,Cat,Siamese,165,Black,Large,22.92412301144824,1,0,49,49,0,0
1210,Bird,Parakeet,68,Gray,Medium,23.809250726004148,0,1,57,250,1,0
1214,Dog,Golden Retriever,8,Gray,Medium,15.881930473586367,0,0,63,145,0,1
1215,Rabbit,Rabbit,57,Orange,Medium,2.4382117383824977,1,0,19,155,0,1
1216,Cat,Siamese,111,White,Small,5.074711790149205,1,0,36,335,0,0
1217,Rabbit,Rabbit,128,Brown,Large,2.743148126273479,0,0,65,471,0,0
1218,Rabbit,Rabbit,124,White,Small,26.612598534784645,1,1,1,146,1,0
1219,Dog,Labrador,15,White,Large,20.74659916590029,1,0,21,482,0,1
1220,Cat,Siamese,78,Orange,Large,21.25180116710268,1,0,61,131,0,0
1221,Cat,Siamese,160,White,Small,27.52614224977465,1,0,6,65,0,0
1222,Rabbit,Rabbit,23,Gray,Large,14.070475689261183,0,0,5,39,0,0
1223,Rabbit,Rabbit,162,Gray,Medium,22.25344613363305,1,0,71,14,0,1
1224,Rabbit,Rabbit,125,Black,Medium,6.097730659081073,1,0,18,420,1,1
1225,Rabbit,Rabbit,107,White,Large,4.349670118537519,1,0,49,378,1,0
1227,Dog,Golden Retriever,101,White,Large,4.929341048936498,1,0,37,498,0,0
1228,Cat,Persian,122,Brown,Large,17.22478252423404,1,0,82,289,0,0
1229,Cat,Siamese,98,Orange,Small,8.246740586496104,1,0,21,165,0,0
1230,Dog,Poodle,86,Orange,Small,16.31857162408755,1,1,67,390,0,1
1232,Cat,Siamese,83,Black,Small,22.31066509448843,1,0,52,303,0,0
1233,Dog,Labrador,138,Brown,Medium,2.655748054786634,0,0,66,306,0,1
1234,Rabbit,Rabbit,58,Black,Large,12.330112575927515,1,0,77,165,0,0
1235,Rabbit,Rabbit,139,Brown,Small,5.536380645826953,0,1,55,223,0,0
1236,Rabbit,Rabbit,172,Brown,Small,5.9375154116376425,1,1,52,124,1,0
1237,Bird,Parakeet,28,Black,Medium,1.0844398171798737,1,0,71,219,0,1
1238,Rabbit,Rabbit,161,Brown,Medium,2.7789723600321725,1,0,64,57,1,1
1239,Dog,Golden Retriever,12,White,Small,6.81833061425063,0,1,36,421,0,0
1240,Dog,Labrador,93,White,Large,17.15319738308073,1,1,3,481,1,0
1241,Rabbit,Rabbit,48,Brown,Small,24.43020287041422,1,0,3,342,0,0
1242,Cat,Siamese,38,Gray,Large,2.187594432334913,1,0,22,451,0,0
1243,Rabbit,Rabbit,61,White,Medium,11.813418766863158,0,0,69,298,0,0
1244,Cat,Siamese,32,Black,Small,24.914164231225893,0,0,48,375,0,0
1246,Dog,Poodle,51,White,Medium,27.43614560637767,1,0,6,188,0,1
1247,Cat,Siamese,174,Gray,Large,1.156557723326645,1,0,8,329,1,0
1248,Rabbit,Rabbit,40,Orange,Medium,22.738383792502106,0,0,5,305,1,0
1249,Cat,Siamese,41,Orange,Large,29.10006800038669,1,1,19,234,0,0
1250,Rabbit,Rabbit,10,White,Large,4.06531751249972,1,0,33,293,0,1
1253,Cat,Siamese,138,White,Large,27.44282621546554,1,0,30,3,0,0
1255,Bird,Parakeet,150,Black,Small,4.237441952485787,0,0,45,215,1,0
1256,Bird,Parakeet,45,Gray,Small,11.253678585335976,1,0,47,273,1,0
1257,Cat,Persian,78,Brown,Small,24.725020881330703,0,0,37,403,0,0
1258,Rabbit,Rabbit,51,White,Large,22.46051620458817,1,0,33,195,0,0
1259,Bird,Parakeet,155,Gray,Large,13.871823743076511,1,0,87,419,1,0
1260,Cat,Persian,162,Gray,Large,12.118248045327956,1,1,11,485,0,0
1261,Dog,Poodle,163,White,Large,5.904621016681163,1,0,9,430,1,0
1263,Dog,Poodle,161,White,Large,22.677876146891823,1,0,34,195,0,0
1264,Dog,Golden Retriever,103,White,Large,18.717825483535385,1,0,36,89,1,0
1266,Cat,Siamese,46,Orange,Small,16.592822130897915,1,1,15,303,0,0
1267,Bird,Parakeet,110,Black,Medium,7.249872868885296,0,0,55,235,0,0
1268,Rabbit,Rabbit,108,White,Large,9.101010537005571,0,1,48,62,1,0
1269,Cat,Siamese,58,Brown,Medium,1.7509860372350694,1,0,69,301,0,1
1270,Cat,Persian,91,Orange,Small,24.3698734546878,1,0,9,7,0,0
1271,Dog,Golden Retriever,42,Orange,Medium,28.860727798424705,0,0,26,95,0,0
1272,Rabbit,Rabbit,171,Black,Small,14.76178615459813,0,0,46,414,0,0
1273,Dog,Labrador,95,Orange,Large,13.223824292798424,0,0,7,487,0,0
1274,Cat,Siamese,73,Black,Large,29.49772141295059,1,1,58,149,0,1
1275,Bird,Parakeet,34,Brown,Large,8.062321828086553,1,0,66,484,0,0
1276,Rabbit,Rabbit,126,White,Small,22.62627827675941,1,0,31,349,1,0
1277,Rabbit,Rabbit,41,Black,Large,7.422075849824106,1,0,47,99,0,0
1278,Bird,Parakeet,143,White,Large,23.421863060661806,1,0,27,325,1,0
1280,Bird,Parakeet,69,White,Large,11.512782208341584,1,1,85,65,0,0
1283,Bird,Parakeet,168,Black,Large,28.488039817973,1,0,1,459,0,0
1284,Dog,Labrador,98,Orange,Small,19.047182480208,0,0,2,226,0,0
1285,Rabbit,Rabbit,70,Gray,Medium,13.047731471530165,1,1,17,137,0,1
1287,Cat,Persian,113,Orange,Medium,3.237186848495769,1,0,44,376,1,1
1288,Cat,Siamese,110,Gray,Medium,23.247950835022763,0,0,62,344,1,0
1289,Rabbit,Rabbit,33,Gray,Medium,24.94249932230344,0,0,89,193,1,0
1290,Cat,Persian,30,White,Medium,16.87478577403553,0,0,28,389,0,0
1291,Dog,Golden Retriever,154,Orange,Large,29.142717917638823,1,0,57,237,0,0
1292,Dog,Poodle,86,Brown,Medium,10.851085935908026,1,0,24,223,0,1
1293,Bird,Parakeet,86,Orange,Medium,26.59163565335093,0,0,10,47,0,0
1295,Dog,Golden Retriever,107,Brown,Large,27.8333576490015,0,0,76,346,0,0
1296,Bird,Parakeet,166,Gray,Small,10.819725644266343,0,0,18,155,0,0
1297,Dog,Poodle,93,Brown,Medium,2.588824389782916,1,0,17,478,1,1
1298,Rabbit,Rabbit,88,Orange,Medium,11.877882754232148,1,0,84,353,1,1
1299,Dog,Poodle,92,Black,Small,18.396687853530462,1,0,37,83,0,0
1300,Bird,Parakeet,109,White,Small,14.704699738271811,1,1,51,454,1,0
1301,Rabbit,Rabbit,125,White,Large,13.84557931169005,1,0,39,18,1,0
1303,Rabbit,Rabbit,18,White,Large,26.629098448282924,1,0,34,113,1,1
1304,Bird,Parakeet,129,Gray,Medium,4.179452193520406,1,1,83,151,0,0
1305,Dog,Poodle,110,Orange,Medium,8.278628983166051,0,0,58,439,0,0
